Invoicing Vendor Number,Vendor,Line ID ,Invoicing Vendor Name,Invoice Line Description,PO Line Description,Extended line amount_1,Extended line amount_2,G/L Account number,Processing Date,Invoice Number,Line Number,PO Number,PO Line,Work Order Number,WO Task,Invoice gross amount_1,Invoice gross amount_2,Date invoice entered,Catalog Item Number,Catalog Item Name,Entity Number,Entity Name,Date and time of last check,Check Number,Check Date
12762,VENDOR 215,3002,VENDOR 215,,,161,USD,PR-921101-51-17-01-0000-000000,12/17/2015,STEINER-MILEAGE-1215,1,,,,,161,USD,12/17/2015,                1000,SERVICES,,,12/18/2015 8:26,44034,12/18/2015
12757,VENDOR 214,3003,VENDOR 214,,,36.16,USD,PR-921101-51-17-01-0000-000000,12/15/2015,43174785-NOV15,1,,,,,36.16,USD,12/15/2015,                1000,SERVICES,,,12/18/2015 8:26,44081,12/18/2015
11116,VENDOR 150,3004,VENDOR 150,,FUEL - HQ FLEET,829.41,USD,PR-921101-51-17-01-0000-000000,11/30/2015,079127346511-NOV15,1,A150058,3,,,2763.8,USD,12/1/2015,                1001,MATERIALS,,,12/11/2015 2:46,43886,12/11/2015
1644,VENDOR 59,3005,VENDOR 59,,,239.51,USD,PR-921101-51-17-01-0000-000000,12/8/2015,HQPC 12-08-15,1,,,,,760.55,USD,12/8/2015,                1000,SERVICES,,,12/11/2015 2:46,43872,12/11/2015
12738,VENDOR 212,3006,VENDOR 212,,,32.2,USD,PR-921101-51-17-01-0000-000000,11/19/2015,"MILL,N-MILEAGE110515",1,,,,,32.2,USD,11/19/2015,                1000,SERVICES,,,11/20/2015 7:39,43577,11/20/2015
1644,VENDOR 59,3007,VENDOR 59,,,292.1,USD,PR-921101-51-17-01-0000-000000,10/31/2015,HQPC 10-31-15,2,,,,,794.09,USD,11/4/2015,                1000,SERVICES,,,11/6/2015 3:54,43202,11/6/2015
1644,VENDOR 59,3008,VENDOR 59,,,60.48,USD,PR-921101-51-17-01-0000-000000,2/24/2016,HQPC 02-24-16,2,,,,,658.13,USD,2/24/2016,                1000,SERVICES,,,2/26/2016 3:20,45020,2/26/2016
1644,VENDOR 59,3009,VENDOR 59,,,64.29,USD,PR-921101-51-17-01-0000-000000,2/24/2016,HQPC 02-24-16,5,,,,,658.13,USD,2/24/2016,                1000,SERVICES,,,2/26/2016 3:20,45020,2/26/2016
1644,VENDOR 59,3010,VENDOR 59,,,84.24,USD,PR-921101-51-17-01-0000-000000,2/24/2016,HQPC 02-24-16,6,,,,,658.13,USD,2/24/2016,                1000,SERVICES,,,2/26/2016 3:20,45020,2/26/2016
1644,VENDOR 59,3011,VENDOR 59,,,60.48,USD,PR-921101-51-17-01-0000-000000,2/24/2016,HQPC 02-24-16,8,,,,,658.13,USD,2/24/2016,                1000,SERVICES,,,2/26/2016 3:20,45020,2/26/2016
1644,VENDOR 59,3012,VENDOR 59,,,28.08,USD,PR-921101-51-17-01-0000-000000,2/24/2016,HQPC 02-24-16,10,,,,,658.13,USD,2/24/2016,                1000,SERVICES,,,2/26/2016 3:20,45020,2/26/2016
1644,VENDOR 59,3013,VENDOR 59,,,50.76,USD,PR-921101-51-17-01-0000-000000,2/24/2016,HQPC 02-24-16,11,,,,,658.13,USD,2/24/2016,                1000,SERVICES,,,2/26/2016 3:20,45020,2/26/2016
12816,VENDOR 217,3014,VENDOR 217,,,125.28,USD,PR-921101-51-17-01-0000-000000,2/24/2016,COATMAN-MILEAGE-0216,1,,,,,125.28,USD,2/24/2016,                1000,SERVICES,,,2/26/2016 3:20,45065,2/26/2016
81,VENDOR 2,3015,VENDOR 2,,PROPANE FOR SITE FACILITES-FORKLIFT,11.3,USD,PR-921101-51-17-01-0000-000000,3/3/2016,          9934035506,1,A160276,1,,,28.2,USD,3/3/2016,                1001,MATERIALS,,,3/4/2016 2:45,45072,3/4/2016
11116,VENDOR 150,3016,VENDOR 150,,FUEL - HQ FLEET,461.51,USD,PR-921101-51-17-01-0000-000000,2/29/2016,079127346602-FEB16,2,A160058,4,,,1651.57,USD,3/2/2016,                1001,MATERIALS,,,3/11/2016 7:10,45234,3/11/2016
12757,VENDOR 214,3017,VENDOR 214,,HQ FUEL EXPENSES,258.52,USD,PR-921101-51-17-01-0000-000000,3/17/2016,44235418-FEB16,1,A160314,1,,,371.96,USD,3/17/2016,                1001,MATERIALS,,,3/18/2016 7:10,45377,3/18/2016
11709,VENDOR 167,3018,VENDOR 167,,,80.12,USD,PR-921101-51-17-01-0000-000000,3/9/2016,SARGENT-TRVL-030316,3,,,,,437.57,USD,3/9/2016,                1000,SERVICES,,,3/11/2016 7:10,45200,3/11/2016
12762,VENDOR 215,3019,VENDOR 215,,,94.5,USD,PR-921101-51-17-01-0000-000000,3/9/2016,STEINER-MILEAGE-0216,1,,,,,94.5,USD,3/9/2016,                1000,SERVICES,,,3/11/2016 7:10,45232,3/11/2016
12762,VENDOR 215,3020,VENDOR 215,,,204.12,USD,PR-921101-51-17-01-0000-000000,3/9/2016,STEINER-MILEAGE-0316,1,,,,,204.12,USD,3/9/2016,                1000,SERVICES,,,3/11/2016 7:10,45232,3/11/2016
7735,VENDOR 107,3021,VENDOR 107,,,151.74,USD,PR-921101-51-17-01-0000-000000,3/3/2016,SCHANEMAN-MILEAGE316,1,,,,,151.74,USD,3/3/2016,                1000,SERVICES,,,3/11/2016 7:10,45184,3/11/2016
11357,VENDOR 157,3022,VENDOR 157,,,60.48,USD,PR-921101-51-17-01-0000-000000,3/15/2016,HOLLOHAN-MILEAGE0302,1,,,,,60.48,USD,3/15/2016,                1000,SERVICES,,,3/18/2016 3:55,45313,3/18/2016
11357,VENDOR 157,3023,VENDOR 157,,,60.48,USD,PR-921101-51-17-01-0000-000000,3/15/2016,HOLLOHAN-MILEAGE0310,1,,,,,60.48,USD,3/15/2016,                1000,SERVICES,,,3/18/2016 3:55,45313,3/18/2016
817,VENDOR 32,3024,VENDOR 32,Fuel for new Generator Trailer FLEET SPECIALIST TEAM PETROLEUM LLC 09704822533,,507.85,USD,PR-921101-51-17-01-0000-000000,4/22/2016,MCMAR16,39,,,,,76325.26,USD,4/22/2016,                9600,MASTER CARD,,,5/2/2016 5:45,8092,5/2/2016
1644,VENDOR 59,3025,VENDOR 59,,,567.33,USD,PR-921101-51-17-01-0000-000000,4/27/2016,HQPC 04-27-16,1,,,,,776.67,USD,4/27/2016,                1000,SERVICES,,,4/29/2016 3:06,45952,4/29/2016
12816,VENDOR 217,3026,VENDOR 217,,,93.96,USD,PR-921101-51-17-01-0000-000000,4/27/2016,COATMAN-MILEAGE42816,1,,,,,93.96,USD,4/27/2016,                1000,SERVICES,,,4/29/2016 3:06,45981,4/29/2016
12078,VENDOR 177,3027,VENDOR 177,,,92.88,USD,PR-921101-51-17-01-0000-000000,4/26/2016,WRIGHT-MILEAGE042416,1,,,,,92.88,USD,4/26/2016,                1000,SERVICES,,,4/29/2016 3:06,45935,4/29/2016
12757,VENDOR 214,3028,VENDOR 214,,HQ FUEL EXPENSES,725.75,USD,PR-921101-51-17-01-0000-000000,4/26/2016,44550266-MAR16,1,A160314,1,,,2949.81,USD,4/26/2016,                1001,MATERIALS,,,4/29/2016 3:06,45977,4/29/2016
12762,VENDOR 215,3029,VENDOR 215,,,183.6,USD,PR-921101-51-17-01-0000-000000,4/18/2016,STEINER-MILEAGE-0413,1,,,,,183.6,USD,4/18/2016,                1000,SERVICES,,,4/22/2016 4:27,45864,4/22/2016
81,VENDOR 2,3030,VENDOR 2,,PROPANE FOR SITE FACILITES-FORKLIFT,40,USD,PR-921101-51-17-01-0000-000000,4/19/2016,          9050413961,1,A160276,1,,,90.81,USD,4/19/2016,                1001,MATERIALS,,,4/22/2016 4:27,45778,4/22/2016
12827,VENDOR 218,3031,VENDOR 218,,,151.2,USD,PR-921101-51-17-01-0000-000000,4/13/2016,ROTHWELL-MIL REIMB,1,,,,,151.2,USD,4/13/2016,                1000,SERVICES,,,4/15/2016 5:39,45695,4/15/2016
81,VENDOR 2,3032,VENDOR 2,,PROPANE FOR SITE FACILITES-FORKLIFT,20,USD,PR-921101-51-17-01-0000-000000,4/14/2016,          9050318254,1,A160276,1,,,146.53,USD,4/14/2016,                1001,MATERIALS,,,4/15/2016 5:39,45677,4/15/2016
11709,VENDOR 167,3033,VENDOR 167,,,121.92,USD,PR-921101-51-17-01-0000-000000,4/14/2016,SARGENT-MILEAGE-0407,1,,,,,121.92,USD,4/14/2016,                1000,SERVICES,,,4/15/2016 5:39,45715,4/15/2016
10166,VENDOR 123,3034,VENDOR 123,,,132.3,USD,PR-921101-51-17-01-0000-000000,4/14/2016,WOODC-TRVL MIL-0416,2,,,,,203.17,USD,4/14/2016,                1000,SERVICES,,,4/15/2016 5:39,45691,4/15/2016
11357,VENDOR 157,3035,VENDOR 157,,,60.48,USD,PR-921101-51-17-01-0000-000000,3/24/2016,HOLLOHAN-MILEAGE0317,1,,,,,60.48,USD,3/24/2016,                1000,SERVICES,,,4/1/2016 3:23,45521,4/1/2016
11357,VENDOR 157,3036,VENDOR 157,,,30.24,USD,PR-921101-51-17-01-0000-000000,3/24/2016,HOLLOHAN-MILEAGE0321,1,,,,,30.24,USD,3/24/2016,                1000,SERVICES,,,4/1/2016 3:23,45521,4/1/2016
11116,VENDOR 150,3037,VENDOR 150,,FUEL - HQ FLEET,82.61,USD,PR-921101-51-17-01-0000-000000,3/30/2016,079127346603-MAR16,3,A160058,4,,,344.27,USD,3/30/2016,                1001,MATERIALS,,,4/8/2016 4:07,45644,4/8/2016
1644,VENDOR 59,3038,VENDOR 59,,,437.4,USD,PR-921101-51-17-01-0000-000000,3/29/2016,HQPC 03-29-16,1,,,,,682.97,USD,3/29/2016,                1000,SERVICES,,,4/1/2016 3:23,45536,4/1/2016
11709,VENDOR 167,3039,VENDOR 167,,,71.28,USD,PR-921101-51-17-01-0000-000000,3/29/2016,SARGENT-MILEAGE-0302,1,,,,,71.28,USD,3/29/2016,                1000,SERVICES,,,4/1/2016 3:23,45519,4/1/2016
11709,VENDOR 167,3040,VENDOR 167,,,47.52,USD,PR-921101-51-17-01-0000-000000,3/29/2016,SARGENT-MILEAGE-0308,1,,,,,47.52,USD,3/29/2016,                1000,SERVICES,,,4/1/2016 3:23,45519,4/1/2016
11357,VENDOR 157,3041,VENDOR 157,,,60.48,USD,PR-921101-51-17-01-0000-000000,3/31/2016,HOLLOHAN-MILEAGE0330,1,,,,,60.48,USD,4/4/2016,                1000,SERVICES,,,4/15/2016 5:39,45717,4/15/2016
11116,VENDOR 150,3042,VENDOR 150,,FUEL - HQ FLEET,506.12,USD,PR-921101-51-17-01-0000-000000,12/30/2015,079127346512-DEC15,1,A150058,3,,,2488.53,USD,12/30/2015,                1001,MATERIALS,,,1/8/2016 1:18,44312,1/8/2016
1644,VENDOR 59,3043,VENDOR 59,,,239.78,USD,PR-921101-51-17-01-0000-000000,12/30/2015,HQPC 12-30-15,3,,,,,755.97,USD,12/30/2015,                1000,SERVICES,,,12/31/2015 2:19,44153,12/31/2015
81,VENDOR 2,3044,VENDOR 2,,PROPANE FOR SITE FACILITES-FORKLIFT,60,USD,PR-921101-51-17-01-0000-000000,2/23/2016,          9048560640,1,A160276,1,,,112.78,USD,2/23/2016,                1001,MATERIALS,,,2/26/2016 3:20,44949,2/26/2016
12757,VENDOR 214,3045,VENDOR 214,,HQ FUEL EXPENSES,140.49,USD,PR-921101-51-17-01-0000-000000,2/11/2016,43926439-JAN16,1,A160314,1,,,352.37,USD,2/11/2016,                1001,MATERIALS,,,2/12/2016 1:45,44859,2/12/2016
11357,VENDOR 157,3046,VENDOR 157,,,30.24,USD,PR-921101-51-17-01-0000-000000,2/23/2016,HOLLOHAN-MILEAGE0204,1,,,,,30.24,USD,2/23/2016,                1000,SERVICES,,,2/26/2016 3:20,45004,2/26/2016
11357,VENDOR 157,3047,VENDOR 157,,,60.48,USD,PR-921101-51-17-01-0000-000000,2/23/2016,HOLLOHAN-MILEAGE0210,1,,,,,60.48,USD,2/23/2016,                1000,SERVICES,,,2/26/2016 3:20,45004,2/26/2016
11357,VENDOR 157,3048,VENDOR 157,,,60.48,USD,PR-921101-51-17-01-0000-000000,2/23/2016,HOLLOHAN-MILEAGE0218,1,,,,,60.48,USD,2/23/2016,                1000,SERVICES,,,2/26/2016 3:20,45004,2/26/2016
11116,VENDOR 150,3049,VENDOR 150,,FUEL - HQ FLEET,652.39,USD,PR-921101-51-17-01-0000-000000,1/31/2016,079127346601-JAN16,3,A160058,4,,,2374.64,USD,2/2/2016,                1001,MATERIALS,,,2/12/2016 1:45,44838,2/12/2016
81,VENDOR 2,3050,VENDOR 2,,PROPANE FOR SITE FACILITES-FORKLIFT,12.08,USD,PR-921101-51-17-01-0000-000000,1/31/2016,          9933306962,1,A160276,1,,,30.15,USD,2/3/2016,                1001,MATERIALS,,,2/5/2016 3:08,44686,2/5/2016
12757,VENDOR 214,3051,VENDOR 214,,,247.82,USD,PR-921101-51-17-01-0000-000000,1/14/2016,43529158-DEC15,1,,,,,247.82,USD,1/14/2016,                1000,SERVICES,,,1/15/2016 6:10,44450,1/15/2016
11709,VENDOR 167,3052,VENDOR 167,,,124.2,USD,PR-921101-51-17-01-0000-000000,1/27/2016,SARGENT-MILEAGE-0116,1,,,,,124.2,USD,1/27/2016,                1000,SERVICES,,,1/29/2016 1:31,44625,1/29/2016
1644,VENDOR 59,3053,VENDOR 59,,,32.2,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,1,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3054,VENDOR 59,,,60.48,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,2,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3055,VENDOR 59,,,30.24,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,3,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3056,VENDOR 59,,,30.24,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,4,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3057,VENDOR 59,,,32.2,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,5,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3058,VENDOR 59,,,69.12,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,6,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3059,VENDOR 59,,,30.24,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,7,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3060,VENDOR 59,,,84.24,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,8,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3061,VENDOR 59,,,60.48,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,9,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3062,VENDOR 59,,,60.48,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,10,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3063,VENDOR 59,,,60.48,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,11,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3064,VENDOR 59,,,50.76,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,13,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1644,VENDOR 59,3065,VENDOR 59,,,60.48,USD,PR-921101-51-17-01-0000-000000,2/4/2016,HQPC 02-04-16,17,,,,,935.55,USD,2/4/2016,                1000,SERVICES,,,2/5/2016 3:08,44730,2/5/2016
1903,VENDOR 74,3066,VENDOR 74,,LABOR DELIVER AND INSTALL,336,USD,PR-921101-62-17-01-0000-000000,5/15/2015,              241528,1,             1500391,10,     71819,1,4272.14,USD,5/15/2015,                1000,SERVICES,HQ-MAIN,HQ-MAIN BUILDING,5/22/2015 3:20,40629,5/22/2015
4596,VENDOR 97,3067,VENDOR 97,,EXERCISE EQUIPMENT PM,250,USD,PR-921101-62-17-01-7022-000000,3/31/2015,                3845,1,A150232,1,,,250,USD,3/31/2015,                1000,SERVICES,,,4/3/2015 4:09,39958,4/3/2015
422,VENDOR 11,3068,CITY OF  COLLINS,,ELECTRICAL CHARGES-NEXTEL BLDG,24.25,USD,PR-921101-67-17-01-0000-000000,1/16/2015,20027 01-08-15,1,A140239,5,,,24.25,USD,1/16/2015,                1000,SERVICES,,,1/23/2015 2:24,38995,1/23/2015
422,VENDOR 11,3069,CITY OF  COLLINS,,FTC UTILITIES - PSO WATER ACCOUNT #20025,90.68,USD,PR-921101-67-17-01-0000-000000,1/16/2015,20025 01-08-15,1,A140239,3,,,90.68,USD,1/16/2015,                1000,SERVICES,,,1/23/2015 2:24,38995,1/23/2015
422,VENDOR 11,3070,CITY OF  COLLINS,,FTC UTILITIES-HQ ELECTRIC,3824.95,USD,PR-921101-67-17-01-0000-000000,1/16/2015,16554 01-07-15,1,A140239,2,,,3875.12,USD,1/16/2015,                1000,SERVICES,,,1/23/2015 2:24,38995,1/23/2015
422,VENDOR 11,3071,CITY OF  COLLINS,,LINE 2- ADDT DOLLARS-FTC UTILITIES-HQ ELECTRIC,50.17,USD,PR-921101-67-17-01-0000-000000,1/16/2015,16554 01-07-15,2,A140239,10,,,3875.12,USD,1/16/2015,                1000,SERVICES,,,1/23/2015 2:24,38995,1/23/2015
422,VENDOR 11,3072,CITY OF  COLLINS,,FTC UTILITIES-PSO ELECTRIC,2884.59,USD,PR-921101-67-17-01-0000-000000,1/16/2015,16553 01-07-15,1,A140239,6,,,3341.47,USD,1/16/2015,                1000,SERVICES,,,1/23/2015 2:24,38995,1/23/2015
422,VENDOR 11,3073,CITY OF  COLLINS,,LINE 6- ADDT DOLLARS- FTC UTILITIES-PSO ELECTRIC,456.88,USD,PR-921101-67-17-01-0000-000000,1/16/2015,16553 01-07-15,2,A140239,11,,,3341.47,USD,1/16/2015,                1000,SERVICES,,,1/23/2015 2:24,38995,1/23/2015
422,VENDOR 11,3074,CITY OF  COLLINS,,FTC UTILITIES HQ WATER (ACCOUNT #20026),781.75,USD,PR-921101-67-17-01-0000-000000,1/16/2015,20026 01-08-15,1,A140239,4,,,1288.39,USD,1/16/2015,                1000,SERVICES,,,1/23/2015 2:24,38995,1/23/2015
422,VENDOR 11,3075,CITY OF  COLLINS,,LINE 2- ADDT DOLLARS-FTC UTILITIES-HQ ELECTRIC,456.47,USD,PR-921101-67-17-01-0000-000000,1/16/2015,20026 01-08-15,2,A140239,10,,,1288.39,USD,1/16/2015,                1000,SERVICES,,,1/23/2015 2:24,38995,1/23/2015
422,VENDOR 11,3076,CITY OF  COLLINS,,FTC UTILITIES - PSO WATER ACCOUNT #20025,50.17,USD,PR-921101-67-17-01-0000-000000,1/16/2015,20026 01-08-15,3,A140239,3,,,1288.39,USD,1/16/2015,                1000,SERVICES,,,1/23/2015 2:24,38995,1/23/2015
500,VENDOR 17,3077,VENDOR 17,,CABLEVISION SERVICES HQ,152.48,USD,PR-921101-67-17-01-7061-000000,1/26/2015,0417797 01-17-18,1,A150241,2,,,152.48,USD,1/26/2015,                1000,SERVICES,,,1/26/2015 9:11,OFFSET,1/26/2015
500,VENDOR 17,3078,VENDOR 17,,CABLEVISION SERVICES HQ,-152.48,USD,PR-921101-67-17-01-7061-000000,1/26/2015,0417797 01-17-1-CR01,1,A150241,2,,,-152.48,USD,1/26/2015,                1000,SERVICES,,,1/26/2015 9:11,OFFSET,1/26/2015
500,VENDOR 17,3079,VENDOR 17,,CABLEVISION SERVICES HQ,152.48,USD,PR-921101-67-17-01-7061-000000,1/26/2015,0417797 01-17-15,1,A150241,2,,,152.48,USD,1/26/2015,                1000,SERVICES,,,1/30/2015 2:15,39085,1/30/2015
500,VENDOR 17,3080,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,91.95,USD,PR-921101-67-17-01-7061-000000,1/27/2015,1206710 01-21-15,1,A150241,1,,,91.95,USD,1/27/2015,                1000,SERVICES,,,1/30/2015 2:15,39085,1/30/2015
500,VENDOR 17,3081,VENDOR 17,,CABLEVISION SERVICES HQ,152.48,USD,PR-921101-67-17-01-7061-000000,1/2/2015,0417797 12-17-14,1,A150241,2,,,152.48,USD,12/31/2014,                1000,SERVICES,,,1/2/2015 2:13,38706,1/2/2015
500,VENDOR 17,3082,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,91.95,USD,PR-921101-67-17-01-7061-000000,1/6/2015,1206710 12-21-14,1,A150241,1,,,91.95,USD,1/6/2015,                1000,SERVICES,,,1/9/2015 2:14,38802,1/9/2015
500,VENDOR 17,3083,VENDOR 17,,CABLEVISION SERVICES HQ,152.48,USD,PR-921101-67-17-01-7061-000000,4/24/2015,0417797 04-17-15,1,A150241,2,,,152.48,USD,4/24/2015,                1000,SERVICES,,,5/1/2015 3:03,40305,5/1/2015
500,VENDOR 17,3084,VENDOR 17,,CABLEVISION SERVICES HQ,152.48,USD,PR-921101-67-17-01-7061-000000,2/27/2015,0417797 02-17-15,1,A150241,2,,,152.48,USD,2/27/2015,                1000,SERVICES,,,3/6/2015 1:41,39511,3/6/2015
500,VENDOR 17,3085,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,91.95,USD,PR-921101-67-17-01-7061-000000,2/27/2015,1206710 02-21-15,1,A150241,1,,,91.95,USD,2/27/2015,                1000,SERVICES,,,3/6/2015 1:41,39511,3/6/2015
500,VENDOR 17,3086,VENDOR 17,,CABLEVISION SERVICES HQ,152.48,USD,PR-921101-67-17-01-7061-000000,3/26/2015,0417797 03-17-15,1,A150241,2,,,152.48,USD,3/26/2015,                1000,SERVICES,,,4/3/2015 4:09,39894,4/3/2015
500,VENDOR 17,3087,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,91.95,USD,PR-921101-67-17-01-7061-000000,3/26/2015,1206710 03-21-15,1,A150241,1,,,91.95,USD,3/26/2015,                1000,SERVICES,,,4/3/2015 4:09,39894,4/3/2015
500,VENDOR 17,3088,VENDOR 17,,CABLEVISION SERVICES HQ,152.48,USD,PR-921101-67-17-01-7061-000000,5/28/2015,0417797 05-17-15,1,A150241,2,,,152.48,USD,5/28/2015,                1000,SERVICES,,,6/5/2015 4:34,40766,6/5/2015
500,VENDOR 17,3089,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,91.95,USD,PR-921101-67-17-01-7061-000000,5/28/2015,1206710 05-21-15,1,A150241,1,,,91.95,USD,5/28/2015,                1000,SERVICES,,,6/5/2015 4:34,40766,6/5/2015
500,VENDOR 17,3090,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,91.95,USD,PR-921101-67-17-01-7061-000000,4/28/2015,1206710 04-21-15,1,A150241,1,,,91.95,USD,4/28/2015,                1000,SERVICES,,,5/1/2015 3:03,40305,5/1/2015
500,VENDOR 17,3091,VENDOR 17,,CABLEVISION SERVICES HQ,152.48,USD,PR-921101-67-17-01-7061-000000,6/23/2015,0417797 06-17-15,1,A150241,2,,,152.48,USD,6/23/2015,                1000,SERVICES,,,7/3/2015 2:40,41179,7/3/2015
500,VENDOR 17,3092,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,91.95,USD,PR-921101-67-17-01-7061-000000,6/26/2015,1206710 06-21-15,1,A150241,1,,,91.95,USD,6/26/2015,                1000,SERVICES,,,7/3/2015 2:40,41179,7/3/2015
500,VENDOR 17,3093,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,91.95,USD,PR-921101-67-17-01-7061-000000,7/28/2015,1206710 07-21-15,1,A150241,1,,,91.95,USD,7/28/2015,                1000,SERVICES,,,7/31/2015 3:51,41595,7/31/2015
500,VENDOR 17,3094,VENDOR 17,,CABLEVISION SERVICES HQ,152.48,USD,PR-921101-67-17-01-7061-000000,7/24/2015,0417797 07-17-15,1,A150241,2,,,152.48,USD,7/24/2015,                1000,SERVICES,,,7/31/2015 3:51,41595,7/31/2015
500,VENDOR 17,3095,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,91.95,USD,PR-921101-67-17-01-7061-000000,8/29/2015,1206710 08-21-15,1,A150241,1,,,91.95,USD,8/29/2015,                1000,SERVICES,,,9/4/2015 4:01,42082,9/4/2015
500,VENDOR 17,3096,VENDOR 17,,CABLEVISION SERVICES HQ,152.48,USD,PR-921101-67-17-01-7061-000000,8/28/2015,0417797 08-17-15,1,A150241,2,,,152.48,USD,8/28/2015,                1000,SERVICES,,,9/4/2015 4:01,42082,9/4/2015
500,VENDOR 17,3097,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,152.94,USD,PR-921101-67-17-01-7061-000000,2/1/2016,0417797 01-17-16,1,A160246,1,,,152.94,USD,1/28/2016,                1000,SERVICES,,,2/5/2016 3:08,44699,2/5/2016
500,VENDOR 17,3098,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,93.95,USD,PR-921101-67-17-01-7061-000000,2/1/2016,1206710 01-21-16,1,A160246,1,,,93.95,USD,1/28/2016,                1000,SERVICES,,,2/5/2016 3:08,44699,2/5/2016
500,VENDOR 17,3099,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,152.94,USD,PR-921101-67-17-01-7061-000000,1/7/2016,0417797 12-17-15,1,A160246,1,,,152.94,USD,1/7/2016,                1000,SERVICES,,,1/8/2016 1:18,44224,1/8/2016
500,VENDOR 17,3100,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,91.95,USD,PR-921101-67-17-01-7061-000000,1/7/2016,1206710 12-21-15,1,A160246,1,,,91.95,USD,1/7/2016,                1000,SERVICES,,,1/8/2016 1:18,44224,1/8/2016
500,VENDOR 17,3101,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,93.95,USD,PR-921101-67-17-01-7061-000000,3/30/2016,1206710 03-21-16,1,A160246,1,,,93.95,USD,3/30/2016,                1000,SERVICES,,,4/1/2016 3:23,45496,4/1/2016
500,VENDOR 17,3102,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,152.94,USD,PR-921101-67-17-01-7061-000000,3/28/2016,0417797 03-17-16,1,A160246,1,,,152.94,USD,3/28/2016,                1000,SERVICES,,,4/1/2016 3:23,45496,4/1/2016
500,VENDOR 17,3103,VENDOR 17,,CABLEVISION SERVICE IN ELECTRIC OPERATIONS,152.94,USD,PR-921101-67-17-01-7061-000000,4/28/2016,0417797 04-17-16,1,A160246,1,,,152.94,USD,4/28/2016,                1000,SERVICES,,,5/6/2016 2:19,46003,5/6/2016
